postcodes,district,county,district_county,total,agriculture_animal_production_hunting_forestry_and_fishing,extractive_industries,manufacturing_industries,electricity_gas_steam_hot_and_cold_water_and_cold air,water_collection_treatment_and_distribution,construction,wholesale_and_retail_trade,transport_and_storage,accommodation_catering_and_similar,information_and_communication_activity,real_estate_activities,consulting_scientific_technical_and_similar_activities,administrative_activities_and_support_services,education,human_health_and_social_support_activities,artistic_concert_sporting_and_recreational_activities,other_service_activities
3074,Coimbra,Mira,Coimbra_Mira,0.0010728792544671994,6.679403918861942e-5,0,5.287861435765703e-5,8.349254898577427e-6,6.957712415481189e-7,1.3080499341104634e-4,2.1708062736301308e-4,1.4611196072510495e-5,1.1341071237234337e-4,1.4611196072510495e-5,2.365622221263604e-5,9.9495287541381e-5,1.071487711984103e-4,4.452935945907961e-5,8.349254898577426e-5,2.922239214502099e-5,6.609826794707129e-5
3220,Coimbra,Miranda do Corvo,Coimbra_Miranda do Corvo,9.77558594375107e-4,9.9495287541381e-5,6.957712415481189e-7,3.9658960768242774e-5,6.9577124154811885e-6,6.957712415481189e-7,1.217599672709208e-4,1.69768182937741e-4,2.504776469573228e-5,6.748981043016753e-5,1.3219653589414257e-5,2.1568908487991684e-5,6.818558167171565e-5,1.217599672709208e-4,4.870398690836832e-5,8.766717643506297e-5,2.6439307178828515e-5,5.844478429004198e-5
3140,Coimbra,Montemor-o-Velho,Coimbra_Montemor-o-Velho,0.001955117188750214,4.550343919724697e-4,6.957712415481189e-7,9.184180388435168e-5,3.200547711121347e-5,1.3915424830962378e-6,1.3080499341104634e-4,2.595226730974483e-4,3.8267418285146535e-5,9.671220257518852e-5,1.6698509797154854e-5,3.6875875802050296e-5,1.5446121562368237e-4,0.00023725799336790851,1.0784454243995842e-4,1.6907241169619288e-4,3.478856207740594e-5,9.184180388435168e-5
3144,Coimbra,Montemor-o-Velho,Coimbra_Montemor-o-Velho,0.001955117188750214,4.550343919724697e-4,6.957712415481189e-7,9.184180388435168e-5,3.200547711121347e-5,1.3915424830962378e-6,1.3080499341104634e-4,2.595226730974483e-4,3.8267418285146535e-5,9.671220257518852e-5,1.6698509797154854e-5,3.6875875802050296e-5,1.5446121562368237e-4,0.00023725799336790851,1.0784454243995842e-4,1.6907241169619288e-4,3.478856207740594e-5,9.184180388435168e-5
3400,Coimbra,Oliveira do Hospital,Coimbra_Oliveira do Hospital,0.0013957171105455262,8.48840914688705e-5,2.0873137246443567e-6,1.1201916988924713e-4,6.9577124154811885e-6,2.0873137246443567e-6,1.7255126790393348e-4,2.797000391023438e-4,2.6439307178828515e-5,1.1897688230472832e-4,1.739428103870297e-5,2.57435359372804e-5,1.3706693458497943e-4,1.4889504569129744e-4,7.096866663790813e-5,8.836294767661109e-5,3.618010456050218e-5,6.540249670552317e-5
3405,Coimbra,Oliveira do Hospital,Coimbra_Oliveira do Hospital,0.0013957171105455262,8.48840914688705e-5,2.0873137246443567e-6,1.1201916988924713e-4,6.9577124154811885e-6,2.0873137246443567e-6,1.7255126790393348e-4,2.797000391023438e-4,2.6439307178828515e-5,1.1897688230472832e-4,1.739428103870297e-5,2.57435359372804e-5,1.3706693458497943e-4,1.4889504569129744e-4,7.096866663790813e-5,8.836294767661109e-5,3.618010456050218e-5,6.540249670552317e-5
3404,Coimbra,Oliveira do Hospital,Coimbra_Oliveira do Hospital,0.0013957171105455262,8.48840914688705e-5,2.0873137246443567e-6,1.1201916988924713e-4,6.9577124154811885e-6,2.0873137246443567e-6,1.7255126790393348e-4,2.797000391023438e-4,2.6439307178828515e-5,1.1897688230472832e-4,1.739428103870297e-5,2.57435359372804e-5,1.3706693458497943e-4,1.4889504569129744e-4,7.096866663790813e-5,8.836294767661109e-5,3.618010456050218e-5,6.540249670552317e-5
3320,Coimbra,Pampilhosa da Serra,Coimbra_Pampilhosa da Serra,1.9272863390882894e-4,2.0873137246443565e-5,0,1.182811110631802e-5,6.9577124154811885e-6,0,2.7135078420376635e-5,3.896318952669466e-5,7.653483657029307e-6,2.296045097108792e-5,6.957712415481189e-7,4.870398690836832e-6,1.3219653589414257e-5,8.349254898577427e-6,4.1746274492887135e-6,6.9577124154811885e-6,9.045026140125545e-6,9.045026140125545e-6
3360,Coimbra,Penacova,Coimbra_Penacova,0.001106276274061509,6.261941173933069e-5,0,5.287861435765703e-5,1.0436568623221782e-5,1.3915424830962378e-6,2.177763986045612e-4,2.247341110200424e-4,4.592090194217584e-5,7.653483657029307e-5,2.0873137246443567e-6,1.3915424830962377e-5,7.166443787945624e-5,1.3915424830962376e-4,3.8267418285146535e-5,6.957712415481188e-5,2.2264679729539804e-5,5.705324180694575e-5
3230,Coimbra,Penela,Coimbra_Penela,4.7729907170200966e-4,3.6875875802050296e-5,0,2.6439307178828515e-5,2.0873137246443567e-6,2.0873137246443567e-6,4.870398690836832e-5,7.792637905338932e-5,1.4611196072510495e-5,4.105050325133901e-5,8.349254898577427e-6,9.045026140125545e-6,5.009552939146456e-5,7.096866663790813e-5,2.296045097108792e-5,3.757164704359842e-5,1.3219653589414257e-5,1.5306967314058615e-5
3234,Coimbra,Penela,Coimbra_Penela,4.7729907170200966e-4,3.6875875802050296e-5,0,2.6439307178828515e-5,2.0873137246443567e-6,2.0873137246443567e-6,4.870398690836832e-5,7.792637905338932e-5,1.4611196072510495e-5,4.105050325133901e-5,8.349254898577427e-6,9.045026140125545e-6,5.009552939146456e-5,7.096866663790813e-5,2.296045097108792e-5,3.757164704359842e-5,1.3219653589414257e-5,1.5306967314058615e-5
3130,Coimbra,Soure,Coimbra_Soure,0.0011285409537910489,9.392911760899604e-5,2.0873137246443567e-6,7.096866663790813e-5,1.6002738555606734e-5,6.957712415481189e-7,1.071487711984103e-4,2.0525251625669506e-4,3.2701248352761585e-5,6.818558167171565e-5,1.0436568623221782e-5,1.6002738555606734e-5,8.697140519351485e-5,1.5306967314058614e-4,6.540249670552317e-5,9.810374505828475e-5,2.365622221263604e-5,7.792637905338932e-5
3420,Coimbra,Tábua,Coimbra_Tábua,8.265762349591651e-4,8.070946401958178e-5,1.3915424830962378e-6,6.401095422242694e-5,4.1746274492887135e-6,0,8.279677774422614e-5,1.7463858162857784e-4,2.365622221263604e-5,7.931792153648555e-5,5.566169932384951e-6,2.7830849661924754e-5,5.844478429004198e-5,8.557986271041862e-5,3.6875875802050296e-5,4.870398690836832e-5,1.739428103870297e-5,3.548433331895406e-5
3350,Coimbra,Vila Nova de Poiares,Coimbra_Vila Nova de Poiares,5.837520716588719e-4,2.922239214502099e-5,0,2.6439307178828515e-5,5.566169932384951e-6,2.0873137246443567e-6,5.983632677313822e-5,1.5237390189903804e-4,1.5306967314058615e-5,4.6616673183723964e-5,6.9577124154811885e-6,2.0177366004895445e-5,4.592090194217584e-5,7.027289539636e-5,2.365622221263604e-5,3.2701248352761585e-5,1.252388234786614e-5,3.4092790835857824e-5
7250,Évora,Alandroal,Évora_Alandroal,4.7034135928652825e-4,1.4750350320820118e-4,2.7830849661924755e-6,2.7830849661924754e-5,0,0,3.061393462811723e-5,6.192364049778257e-5,6.26194117393307e-6,5.4965928082301385e-5,2.7830849661924755e-6,4.870398690836832e-6,1.4611196072510495e-5,6.957712415481188e-5,7.653483657029307e-6,1.878582352179921e-5,1.3219653589414257e-5,6.9577124154811885e-6
7154,Évora,Borba,Évora_Borba,6.38717999741173e-4,1.328923071356907e-4,3.4788562077405943e-6,4.452935945907961e-5,6.957712415481189e-7,6.957712415481189e-7,2.7135078420376635e-5,1.5376544438213427e-4,9.740797381673664e-6,5.7749013048493864e-5,3.4788562077405943e-6,9.045026140125545e-6,4.6616673183723964e-5,5.91405555315901e-5,2.0177366004895445e-5,2.922239214502099e-5,1.3219653589414257e-5,2.7135078420376635e-5
7200,Évora,Alandroal,Évora_Alandroal,4.7034135928652825e-4,1.4750350320820118e-4,2.7830849661924755e-6,2.7830849661924754e-5,0,0,3.061393462811723e-5,6.192364049778257e-5,6.26194117393307e-6,5.4965928082301385e-5,2.7830849661924755e-6,4.870398690836832e-6,1.4611196072510495e-5,6.957712415481188e-5,7.653483657029307e-6,1.878582352179921e-5,1.3219653589414257e-5,6.9577124154811885e-6
7040,Évora,Arraiolos,Évora_Arraiolos,6.136702350454408e-4,1.4054579079272e-4,3.4788562077405943e-6,5.14870718745608e-5,6.957712415481189e-7,6.957712415481189e-7,3.896318952669466e-5,9.184180388435168e-5,1.3219653589414257e-5,5.287861435765703e-5,2.7830849661924755e-6,2.1568908487991684e-5,5.14870718745608e-5,5.0791300633012674e-5,1.6002738555606734e-5,2.296045097108792e-5,1.878582352179921e-5,3.548433331895406e-5
7150,Évora,Borba,Évora_Borba,6.38717999741173e-4,1.328923071356907e-4,3.4788562077405943e-6,4.452935945907961e-5,6.957712415481189e-7,6.957712415481189e-7,2.7135078420376635e-5,1.5376544438213427e-4,9.740797381673664e-6,5.7749013048493864e-5,3.4788562077405943e-6,9.045026140125545e-6,4.6616673183723964e-5,5.91405555315901e-5,2.0177366004895445e-5,2.922239214502099e-5,1.3219653589414257e-5,2.7135078420376635e-5
7100,Évora,Estremoz,Évora_Estremoz,0.0012899598818302122,3.3257865346000083e-4,3.4788562077405943e-6,7.514329408719684e-5,4.870398690836832e-6,6.957712415481189e-7,6.818558167171565e-5,2.28212967227783e-4,2.922239214502099e-5,1.0993185616460277e-4,1.182811110631802e-5,2.8526620903472874e-5,9.810374505828475e-5,1.1201916988924713e-4,4.452935945907961e-5,6.748981043016753e-5,2.365622221263604e-5,5.14870718745608e-5
7005,Évora,Évora,Évora_Évora,0.00515983952732085,6.526334245721355e-4,2.7830849661924755e-6,1.7115972542083724e-4,2.296045097108792e-5,9.045026140125545e-6,2.734380979284107e-4,7.25689404934688e-4,1.0575722871531406e-4,4.362485684506705e-4,9.810374505828475e-5,1.8507515025179962e-4,5.427015684075327e-4,6.602869082291648e-4,2.6369730054673704e-4,5.55921221996947e-4,2.1151445743062812e-4,2.4282416330029347e-4
7000,Évora,Évora,Évora_Évora,0.00515983952732085,6.526334245721355e-4,2.7830849661924755e-6,1.7115972542083724e-4,2.296045097108792e-5,9.045026140125545e-6,2.734380979284107e-4,7.25689404934688e-4,1.0575722871531406e-4,4.362485684506705e-4,9.810374505828475e-5,1.8507515025179962e-4,5.427015684075327e-4,6.602869082291648e-4,2.6369730054673704e-4,5.55921221996947e-4,2.1151445743062812e-4,2.4282416330029347e-4
7004,Évora,Évora,Évora_Évora,0.00515983952732085,6.526334245721355e-4,2.7830849661924755e-6,1.7115972542083724e-4,2.296045097108792e-5,9.045026140125545e-6,2.734380979284107e-4,7.25689404934688e-4,1.0575722871531406e-4,4.362485684506705e-4,9.810374505828475e-5,1.8507515025179962e-4,5.427015684075327e-4,6.602869082291648e-4,2.6369730054673704e-4,5.55921221996947e-4,2.1151445743062812e-4,2.4282416330029347e-4
7009,Évora,Évora,Évora_Évora,0.00515983952732085,6.526334245721355e-4,2.7830849661924755e-6,1.7115972542083724e-4,2.296045097108792e-5,9.045026140125545e-6,2.734380979284107e-4,7.25689404934688e-4,1.0575722871531406e-4,4.362485684506705e-4,9.810374505828475e-5,1.8507515025179962e-4,5.427015684075327e-4,6.602869082291648e-4,2.6369730054673704e-4,5.55921221996947e-4,2.1151445743062812e-4,2.4282416330029347e-4
7200,Évora,Évora,Évora_Évora,0.00515983952732085,6.526334245721355e-4,2.7830849661924755e-6,1.7115972542083724e-4,2.296045097108792e-5,9.045026140125545e-6,2.734380979284107e-4,7.25689404934688e-4,1.0575722871531406e-4,4.362485684506705e-4,9.810374505828475e-5,1.8507515025179962e-4,5.427015684075327e-4,6.602869082291648e-4,2.6369730054673704e-4,5.55921221996947e-4,2.1151445743062812e-4,2.4282416330029347e-4
7050,Évora,Montemor-o-Novo,Évora_Montemor-o-Novo,0.001610014652942347,3.8963189526694655e-4,0,5.983632677313822e-5,2.0873137246443567e-6,6.957712415481189e-7,1.1271494113079525e-4,2.254298822615905e-4,2.6439307178828515e-5,1.1480225485543961e-4,1.4611196072510495e-5,3.896318952669466e-5,1.2871767968640198e-4,0.00023725799336790851,4.174627449288713e-5,9.532066009209228e-5,4.9399758149916435e-5,7.236020912100436e-5
7490,Évora,Mora,Évora_Mora,3.3397019594309704e-4,8.070946401958178e-5,0,2.57435359372804e-5,2.7830849661924755e-6,0,2.0873137246443565e-5,5.287861435765703e-5,5.566169932384951e-6,2.504776469573228e-5,1.3915424830962378e-6,6.9577124154811885e-6,1.878582352179921e-5,3.548433331895406e-5,1.3915424830962377e-5,1.809005228025109e-5,1.0436568623221782e-5,1.5306967314058615e-5
7240,Évora,Mourão,Évora_Mourão,2.059482874982432e-4,8.279677774422614e-5,0,9.045026140125545e-6,6.957712415481189e-7,0,1.3915424830962377e-5,1.948159476334733e-5,2.0873137246443567e-6,2.504776469573228e-5,6.957712415481189e-7,2.7830849661924755e-6,7.653483657029307e-6,2.57435359372804e-5,1.3915424830962378e-6,6.26194117393307e-6,2.7830849661924755e-6,5.566169932384951e-6
7244,Évora,Mourão,Évora_Mourão,2.059482874982432e-4,8.279677774422614e-5,0,9.045026140125545e-6,6.957712415481189e-7,0,1.3915424830962377e-5,1.948159476334733e-5,2.0873137246443567e-6,2.504776469573228e-5,6.957712415481189e-7,2.7830849661924755e-6,7.653483657029307e-6,2.57435359372804e-5,1.3915424830962378e-6,6.26194117393307e-6,2.7830849661924755e-6,5.566169932384951e-6
7220,Évora,Portel,Évora_Portel,5.32264999784311e-4,2.1638485612146495e-4,0,2.0177366004895445e-5,6.957712415481189e-7,0,4.105050325133901e-5,5.0791300633012674e-5,5.566169932384951e-6,3.618010456050218e-5,2.7830849661924755e-6,1.0436568623221782e-5,2.6439307178828515e-5,6.748981043016753e-5,1.182811110631802e-5,2.2264679729539804e-5,8.349254898577427e-6,1.182811110631802e-5
7200,Évora,Redondo,Évora_Redondo,6.241068036686627e-4,2.28212967227783e-4,6.957712415481189e-7,4.105050325133901e-5,6.957712415481189e-7,6.957712415481189e-7,4.244204573443525e-5,9.253757512589981e-5,8.349254898577427e-6,4.5225130700627724e-5,3.4788562077405943e-6,5.566169932384951e-6,3.339701959430971e-5,4.6616673183723964e-5,2.0177366004895445e-5,2.435199345418416e-5,1.3915424830962377e-5,1.6698509797154854e-5
7170,Évora,Redondo,Évora_Redondo,6.241068036686627e-4,2.28212967227783e-4,6.957712415481189e-7,4.105050325133901e-5,6.957712415481189e-7,6.957712415481189e-7,4.244204573443525e-5,9.253757512589981e-5,8.349254898577427e-6,4.5225130700627724e-5,3.4788562077405943e-6,5.566169932384951e-6,3.339701959430971e-5,4.6616673183723964e-5,2.0177366004895445e-5,2.435199345418416e-5,1.3915424830962377e-5,1.6698509797154854e-5
7200,Évora,Reguengos de Monsaraz,Évora_Reguengos de Monsaraz,0.0010617469146024293,3.0753088876426854e-4,0,6.470672546397505e-5,3.4788562077405943e-6,0,6.679403918861942e-5,1.4263310451736436e-4,1.1132339864769902e-5,1.2106419602937268e-4,6.9577124154811885e-6,2.435199345418416e-5,6.122786925623446e-5,8.070946401958178e-5,4.870398690836832e-5,5.7749013048493864e-5,3.339701959430971e-5,3.1309705869665346e-05
2965,Évora,Vendas Novas,Évora_Vendas Novas,9.177222676019687e-4,1.3150076465259447e-4,0,4.80082156668202e-5,4.1746274492887135e-6,0,6.888135291326376e-5,1.7811743783631843e-4,2.0177366004895445e-5,7.166443787945624e-5,1.739428103870297e-5,1.3915424830962377e-5,7.375175160410059e-5,1.106276274061509e-4,3.548433331895406e-5,6.470672546397505e-5,2.365622221263604e-5,5.566169932384951e-5
7080,Évora,Vendas Novas,Évora_Vendas Novas,9.177222676019687e-4,1.3150076465259447e-4,0,4.80082156668202e-5,4.1746274492887135e-6,0,6.888135291326376e-5,1.7811743783631843e-4,2.0177366004895445e-5,7.166443787945624e-5,1.739428103870297e-5,1.3915424830962377e-5,7.375175160410059e-5,1.106276274061509e-4,3.548433331895406e-5,6.470672546397505e-5,2.365622221263604e-5,5.566169932384951e-5
7090,Évora,Viana do Alentejo,Évora_Viana do Alentejo,5.573127644800431e-4,1.6628932673000042e-4,6.957712415481189e-7,2.57435359372804e-5,6.957712415481189e-7,0,3.061393462811723e-5,9.184180388435168e-5,9.740797381673664e-6,4.035473200979089e-5,6.957712415481189e-7,8.349254898577427e-6,2.1568908487991684e-5,8.001369277803366e-5,1.878582352179921e-5,3.1309705869665346e-05,1.1132339864769902e-5,1.948159476334733e-5
7160,Évora,Vila Viçosa,Évora_Vila Viçosa,6.380222284996251e-4,8.140523526112991e-5,1.739428103870297e-5,3.6875875802050296e-5,6.957712415481189e-7,6.957712415481189e-7,4.035473200979089e-5,1.1619379733853584e-4,1.3915424830962377e-5,5.566169932384951e-5,5.566169932384951e-6,9.740797381673664e-6,6.470672546397505e-5,7.653483657029307e-5,2.1568908487991684e-5,5.009552939146456e-5,1.3915424830962377e-5,3.2701248352761585e-5
8200,Faro,Albufeira,Faro_Albufeira,0.0072346293696173404,2.720465554453145e-4,6.957712415481189e-7,9.532066009209228e-5,1.182811110631802e-5,2.7830849661924755e-6,5.802732154511311e-4,8.14052352611299e-4,3.951980651993315e-4,0.00209705452202603,6.748981043016753e-5,4.0841771878874576e-4,4.362485684506705e-4,0.0010812285093657766,1.3776270582652753e-4,2.407368495756491e-4,2.1221022867217625e-4,3.812826403683691e-4
8201,Faro,Albufeira,Faro_Albufeira,0.0072346293696173404,2.720465554453145e-4,6.957712415481189e-7,9.532066009209228e-5,1.182811110631802e-5,2.7830849661924755e-6,5.802732154511311e-4,8.14052352611299e-4,3.951980651993315e-4,0.00209705452202603,6.748981043016753e-5,4.0841771878874576e-4,4.362485684506705e-4,0.0010812285093657766,1.3776270582652753e-4,2.407368495756491e-4,2.1221022867217625e-4,3.812826403683691e-4
8203,Faro,Albufeira,Faro_Albufeira,0.0072346293696173404,2.720465554453145e-4,6.957712415481189e-7,9.532066009209228e-5,1.182811110631802e-5,2.7830849661924755e-6,5.802732154511311e-4,8.14052352611299e-4,3.951980651993315e-4,0.00209705452202603,6.748981043016753e-5,4.0841771878874576e-4,4.362485684506705e-4,0.0010812285093657766,1.3776270582652753e-4,2.407368495756491e-4,2.1221022867217625e-4,3.812826403683691e-4
8970,Faro,Alcoutim,Faro_Alcoutim,2.539565031650634e-4,8.349254898577426e-5,0,1.252388234786614e-5,1.3915424830962378e-6,0,1.6698509797154854e-5,2.57435359372804e-5,3.4788562077405943e-6,3.1309705869665346e-05,2.7830849661924755e-6,4.1746274492887135e-6,1.5306967314058615e-5,2.504776469573228e-5,4.870398690836832e-6,9.740797381673664e-6,9.045026140125545e-6,8.349254898577427e-6
8670,Faro,Aljezur,Faro_Aljezur,9.78254365616655e-4,1.071487711984103e-4,6.957712415481189e-7,2.7135078420376635e-5,1.182811110631802e-5,0,8.766717643506297e-5,9.810374505828475e-5,1.182811110631802e-5,3.096182024889129e-4,1.182811110631802e-5,2.7830849661924754e-5,6.192364049778257e-5,9.253757512589981e-5,3.2701248352761585e-5,2.296045097108792e-5,3.618010456050218e-5,3.8267418285146535e-5
8950,Faro,Castro Marim,Faro_Castro Marim,6.49154568364395e-4,7.166443787945624e-5,2.7830849661924755e-6,1.878582352179921e-5,3.4788562077405943e-6,6.957712415481189e-7,4.592090194217584e-5,9.9495287541381e-5,5.566169932384951e-6,1.363711633434313e-4,8.349254898577427e-6,2.7830849661924754e-5,3.9658960768242774e-5,9.184180388435168e-5,1.6698509797154854e-5,3.548433331895406e-5,2.0177366004895445e-5,2.435199345418416e-5
8954,Faro,Castro Marim,Faro_Castro Marim,6.49154568364395e-4,7.166443787945624e-5,2.7830849661924755e-6,1.878582352179921e-5,3.4788562077405943e-6,6.957712415481189e-7,4.592090194217584e-5,9.9495287541381e-5,5.566169932384951e-6,1.363711633434313e-4,8.349254898577427e-6,2.7830849661924754e-5,3.9658960768242774e-5,9.184180388435168e-5,1.6698509797154854e-5,3.548433331895406e-5,2.0177366004895445e-5,2.435199345418416e-5
8009,Faro,Faro,Faro_Faro,0.008135653127422154,5.552254507553988e-4,2.7830849661924755e-6,1.6420201300535605e-4,3.548433331895406e-5,7.653483657029307e-6,6.644615356784535e-4,9.692093394765295e-4,2.845704377931806e-4,8.669309669689561e-4,1.4124156203426812e-4,3.2075054235368276e-4,8.307508624084539e-4,0.001433984528830673,3.875445815423022e-4,7.49345627147324e-4,2.776127253776994e-4,4.439020521076998e-4
8005,Faro,Faro,Faro_Faro,0.008135653127422154,5.552254507553988e-4,2.7830849661924755e-6,1.6420201300535605e-4,3.548433331895406e-5,7.653483657029307e-6,6.644615356784535e-4,9.692093394765295e-4,2.845704377931806e-4,8.669309669689561e-4,1.4124156203426812e-4,3.2075054235368276e-4,8.307508624084539e-4,0.001433984528830673,3.875445815423022e-4,7.49345627147324e-4,2.776127253776994e-4,4.439020521076998e-4
8000,Faro,Faro,Faro_Faro,0.008135653127422154,5.552254507553988e-4,2.7830849661924755e-6,1.6420201300535605e-4,3.548433331895406e-5,7.653483657029307e-6,6.644615356784535e-4,9.692093394765295e-4,2.845704377931806e-4,8.669309669689561e-4,1.4124156203426812e-4,3.2075054235368276e-4,8.307508624084539e-4,0.001433984528830673,3.875445815423022e-4,7.49345627147324e-4,2.776127253776994e-4,4.439020521076998e-4
8004,Faro,Faro,Faro_Faro,0.008135653127422154,5.552254507553988e-4,2.7830849661924755e-6,1.6420201300535605e-4,3.548433331895406e-5,7.653483657029307e-6,6.644615356784535e-4,9.692093394765295e-4,2.845704377931806e-4,8.669309669689561e-4,1.4124156203426812e-4,3.2075054235368276e-4,8.307508624084539e-4,0.001433984528830673,3.875445815423022e-4,7.49345627147324e-4,2.776127253776994e-4,4.439020521076998e-4
8400,Faro,Lagoa,Faro_Lagoa ,0.0035519121881031467,8.210100650267803e-5,1.3915424830962378e-6,8.557986271041862e-5,1.0436568623221782e-5,3.4788562077405943e-6,2.908323789671137e-4,3.910234377500428e-4,7.027289539636e-5,0.0012015969341536013,4.035473200979089e-5,1.9342440515037704e-4,2.2264679729539803e-4,4.578174769386622e-4,9.184180388435168e-5,1.363711633434313e-4,1.0993185616460277e-4,1.6281047052225982e-4
8401,Faro,Lagoa,Faro_Lagoa ,0.0035519121881031467,8.210100650267803e-5,1.3915424830962378e-6,8.557986271041862e-5,1.0436568623221782e-5,3.4788562077405943e-6,2.908323789671137e-4,3.910234377500428e-4,7.027289539636e-5,0.0012015969341536013,4.035473200979089e-5,1.9342440515037704e-4,2.2264679729539803e-4,4.578174769386622e-4,9.184180388435168e-5,1.363711633434313e-4,1.0993185616460277e-4,1.6281047052225982e-4
8600,Faro,Lagos,Faro_Lagos,0.004931626560093066,1.440246470004606e-4,0,9.810374505828475e-5,1.4611196072510495e-5,6.957712415481189e-7,4.501639932816329e-4,4.988679801900012e-4,1.029741437491216e-4,0.0015940119143867404,6.053209801468634e-5,2.664803855129295e-4,3.541475619479925e-4,6.018421239391227e-4,1.4124156203426812e-4,1.7950898031941466e-4,1.69768182937741e-4,2.546522744066115e-4
8601,Faro,Lagos,Faro_Lagos,0.004931626560093066,1.440246470004606e-4,0,9.810374505828475e-5,1.4611196072510495e-5,6.957712415481189e-7,4.501639932816329e-4,4.988679801900012e-4,1.029741437491216e-4,0.0015940119143867404,6.053209801468634e-5,2.664803855129295e-4,3.541475619479925e-4,6.018421239391227e-4,1.4124156203426812e-4,1.7950898031941466e-4,1.69768182937741e-4,2.546522744066115e-4
8604,Faro,Lagos,Faro_Lagos,0.004931626560093066,1.440246470004606e-4,0,9.810374505828475e-5,1.4611196072510495e-5,6.957712415481189e-7,4.501639932816329e-4,4.988679801900012e-4,1.029741437491216e-4,0.0015940119143867404,6.053209801468634e-5,2.664803855129295e-4,3.541475619479925e-4,6.018421239391227e-4,1.4124156203426812e-4,1.7950898031941466e-4,1.69768182937741e-4,2.546522744066115e-4
8135,Faro,Loulé,Faro_Loulé,0.010795586583860615,8.237931499929728e-4,5.566169932384951e-6,2.5743535937280395e-4,3.548433331895406e-5,7.653483657029307e-6,0.0012739571432746055,0.001363711633434313,3.290997972522602e-4,0.0017136845679330166,1.2384728099556515e-4,7.72306078118412e-4,8.001369277803366e-4,0.0017109014829668242,3.1518437242129783e-4,4.1607120244577505e-4,2.7552541165305506e-4,5.712281893110056e-4
8100,Faro,Loulé,Faro_Loulé,0.010795586583860615,8.237931499929728e-4,5.566169932384951e-6,2.5743535937280395e-4,3.548433331895406e-5,7.653483657029307e-6,0.0012739571432746055,0.001363711633434313,3.290997972522602e-4,0.0017136845679330166,1.2384728099556515e-4,7.72306078118412e-4,8.001369277803366e-4,0.0017109014829668242,3.1518437242129783e-4,4.1607120244577505e-4,2.7552541165305506e-4,5.712281893110056e-4
8136,Faro,Loulé,Faro_Loulé,0.010795586583860615,8.237931499929728e-4,5.566169932384951e-6,2.5743535937280395e-4,3.548433331895406e-5,7.653483657029307e-6,0.0012739571432746055,0.001363711633434313,3.290997972522602e-4,0.0017136845679330166,1.2384728099556515e-4,7.72306078118412e-4,8.001369277803366e-4,0.0017109014829668242,3.1518437242129783e-4,4.1607120244577505e-4,2.7552541165305506e-4,5.712281893110056e-4
8104,Faro,Loulé,Faro_Loulé,0.010795586583860615,8.237931499929728e-4,5.566169932384951e-6,2.5743535937280395e-4,3.548433331895406e-5,7.653483657029307e-6,0.0012739571432746055,0.001363711633434313,3.290997972522602e-4,0.0017136845679330166,1.2384728099556515e-4,7.72306078118412e-4,8.001369277803366e-4,0.0017109014829668242,3.1518437242129783e-4,4.1607120244577505e-4,2.7552541165305506e-4,5.712281893110056e-4
8125,Faro,Loulé,Faro_Loulé,0.010795586583860615,8.237931499929728e-4,5.566169932384951e-6,2.5743535937280395e-4,3.548433331895406e-5,7.653483657029307e-6,0.0012739571432746055,0.001363711633434313,3.290997972522602e-4,0.0017136845679330166,1.2384728099556515e-4,7.72306078118412e-4,8.001369277803366e-4,0.0017109014829668242,3.1518437242129783e-4,4.1607120244577505e-4,2.7552541165305506e-4,5.712281893110056e-4
8550,Faro,Monchique,Faro_Monchique,5.802732154511312e-4,1.0993185616460277e-4,1.3915424830962378e-6,5.357438559920515e-5,6.957712415481189e-7,0,3.200547711121347e-5,1.0506145747376594e-4,8.349254898577427e-6,8.210100650267803e-5,4.870398690836832e-6,9.740797381673664e-6,2.922239214502099e-5,5.6357470565397625e-5,1.6002738555606734e-5,2.991816338656911e-5,2.1568908487991684e-5,1.948159476334733e-5
8700,Faro,Olhão,Faro_Olhão,0.004477983710603693,5.266988298519259e-4,4.1746274492887135e-6,1.4054579079272e-4,1.948159476334733e-5,2.7830849661924755e-6,4.1467965996267884e-4,6.61678450712261e-4,8.140523526112991e-5,6.714192480939346e-4,4.244204573443525e-5,1.3150076465259447e-4,3.026604900734317e-4,7.117739801037256e-4,1.8855400645954022e-4,2.212552548123018e-4,1.294134509279501e-4,2.2751719598623486e-4
8500,Faro,Portimão,Faro_Portimão,0.0070481626768824435,1.8159629404405903e-4,6.957712415481189e-7,1.5376544438213427e-4,9.740797381673664e-6,4.1746274492887135e-6,6.178448624947295e-4,8.13356581369751e-4,2.977900913825949e-4,0.0012739571432746055,9.740797381673664e-5,3.791953266437248e-4,5.823605291757754e-4,0.0011695914570423879,3.1240128745510537e-4,5.190453461948966e-4,2.1221022867217625e-4,4.2302891486125624e-4
8501,Faro,Portimão,Faro_Portimão,0.0070481626768824435,1.8159629404405903e-4,6.957712415481189e-7,1.5376544438213427e-4,9.740797381673664e-6,4.1746274492887135e-6,6.178448624947295e-4,8.13356581369751e-4,2.977900913825949e-4,0.0012739571432746055,9.740797381673664e-5,3.791953266437248e-4,5.823605291757754e-4,0.0011695914570423879,3.1240128745510537e-4,5.190453461948966e-4,2.1221022867217625e-4,4.2302891486125624e-4
